text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
"Pros:
Super tasty food prepared by someones equivalent of your grandma.",pro super tasty food prepared someone equivalent grandma,8,1,1,1,,1
No joke you could feed an army on even the tightest budget.,joke could feed army even tightest budget,7,1,1,1,,1
The marinated vegetables that came as a side were more flavorful than the tuna itself!,marinate vegetable come side flavorful tuna,6,0,1,TO REVIEW,,
Everything we ordered had incredible flavor!,everything order incredible flavor,4,0,1,TO REVIEW,,
"For example, the first time I stopped here for breakfast, I asked for just bacon and eggs.",example first time stop breakfast ask bacon egg,8,0,1,TO REVIEW,,
"At first glance, prices seems a bit high for just katsu.",first glance price seem bit high katsu,7,0,1,TO REVIEW,,
The scallops and steak were perfectly cooked- like actual perfection.,scallop steak perfectly cooked like actual perfection,7,1,1,1,,1
I did not finish it as it was not enjoyable in the least.,not finish not enjoyable least,5,1,0,TO REVIEW,,
A few minutes later she approached to see if we had questions or wanted to order a main dish.,minute later approach see question want order main dish,9,1,1,1,,1
"Secondly, the quality of the selections wasnt good at all.",secondly quality selection wasnt good,5,0,1,TO REVIEW,,
Chips tasted stale and salsa was just so-so.,chip taste stale salsa soso,5,0,0,0,,0
"I would expect the first batch of the day to be pretty good, but these were definitely subpar.",would expect first batch day pretty good definitely subpar,9,1,1,1,,1
"Decided to take the family out to a nice brunch, so we decided to go here.",decide take family nice brunch decide go,7,1,1,1,,1
Mine was cooked to perfection at medium.,mine cooked perfection medium,4,1,1,1,,1
"Horrible experience, bland food, overpriced.",horrible experience bland food overprice,5,0,0,0,,0
"We had to ask for utensils and for a few minutes, the server couldn't find any to give to us.",ask utensil minute server could not find give u,9,0,1,TO REVIEW,,
"Thankfully, they are all busy doing the Captain pose at the tables so there are a few seats open at the actual bar.",thankfully busy captain pose table seat open actual bar,9,1,1,1,,1
"Drink:

* Pink Lemonade - Order it.",drink pink lemonade order,4,0,0,0,,0
"They are so much, and I can't stress this enough, so much better than Paradise Bakery.",much can not stress enough much well paradise bakery,9,1,1,1,,1
"It was acceptable, although not as good as the tuna salad.",acceptable although not good tuna salad,6,0,0,0,,0
"Mmmm, it sounded good, and they brought it out with a birthday candle ablaze.",mmmm sound good brought birthday candle ablaze,7,1,1,1,,1
Love this place because the food is creative and not your run of the mill stuff.,love place food creative not run mill stuff,8,1,1,1,,1
Ate here 3-4 times on my trip due to it being downstairs in the Renaissance I was staying in.,ate time trip due downstairs renaissance stay,7,0,0,0,,0
The minus was purely because they goofed on our seating.,minus purely goofed seat,4,0,1,TO REVIEW,,
I ordered it and it came with a regular crust.,order come regular crust,4,0,1,TO REVIEW,,
"If you don't care about eating within an hour, then please ignore this review.",not care eat within hour please ignore review,8,0,1,TO REVIEW,,
"Even more crazy, however, is that the mushrooms--which certainly had the appearance of having been cooked--were still cold!",even crazy however mushroom certainly appearance cooked still cold,9,0,0,0,,0
Was in Vegas for work and took the family with me.,vega work take family,4,0,1,TO REVIEW,,
I just didn't see anything about the food or service that needs improving.,not see anything food service need improve,7,1,1,1,,1
Pulling into a welcoming empty lot and slid into Habit Burger.,pull welcome empty lot slid habit burger,7,1,1,1,,1
Although I prefer my Vietnamese food only in SD and Orange County.....this place is up to par.,although prefer vietnamese food sd orange county place par,9,0,1,TO REVIEW,,
I liked that they gave me 2 slices of lime.,like give slice lime,4,1,1,1,,1
"They only have about 3 burgers and they are cheese, regular and I believe a double.",burger cheese regular believe double,5,0,1,TO REVIEW,,
We might give it another try on a less busy morning.,might give another try less busy morning,7,0,0,0,,0
She could see the hostess in the back chit chatting.,could see hostess back chit chat,6,0,1,TO REVIEW,,
With bing cherries and salted brioche.,bing cherry salt brioche,4,0,1,TO REVIEW,,
My main draw is still their all you can drink beers.,main draw still drink beer,5,0,1,TO REVIEW,,
"My favorites were the Kalbi Rib, Captain's Order, and the Barbie.",favorite kalbi rib captain order barbie,6,1,1,1,,1
They were also chewy much of the way thru.,also chewy much way thru,5,0,1,TO REVIEW,,
"I can only imagine the soul-dying that not only happens when you dine here, but when you work here.",imagine souldying not happens dine work,6,0,1,TO REVIEW,,
"I'm a water drinker, so I was very happy at the water bottles on the table.",water drinker happy water bottle table,6,1,1,1,,1
Ive been here a hundred and one times and I still don't think ive ever had their pizza???,ive hundred one time still not think ive ever pizza,10,0,1,TO REVIEW,,
"These are not the pastas that other buffets set out sitting sadly untouched in the ""Italian"" section.",not pasta buffet set sit sadly untouched italian section,9,0,0,0,,0
"You can't go wrong w/ pancetta, goat cheese and carmelized onions.",can not go wrong w pancetta goat cheese carmelized onion,10,1,0,TO REVIEW,,
So much shrimp and lobster chunks!,much shrimp lobster chunk,4,0,1,TO REVIEW,,
"I want to believe that those expectations caused my less-than-awesome experience, but nevertheless, I wasn't impressed.",want believe expectation cause lessthanawesome experience nevertheless not impressed,9,0,0,0,,0
"Some of the menu items are good, others merely seem like a good idea at the time.",menu item good others merely seem like good idea time,10,1,1,1,,1
There are much better eating and drinking opportunities in Scottsdale.,much well eat drinking opportunity scottsdale,6,1,1,1,,1
"Make sure you try the crab, lobster and sashimi.",make sure try crab lobster sashimi,6,1,1,1,,1
"I got it ""Thai hot"" which is like five stars or something, it was just right.",get thai hot like five star something right,8,1,1,1,,1
"I went again last week, it was ""ehhhh"".",go last week ehhhh,4,0,1,TO REVIEW,,
Extremely friendly and knows the menu well.,extremely friendly know menu well,5,1,1,1,,1
"Staff very friendly and accomodating, will come back for pizza only",staff friendly accomodating come back pizza,6,1,1,1,,1
It's hard to earn 5 stars from me but I was very happy all around.,hard earn star happy around,5,1,1,1,,1
"First off, I love In-N-Out so that's my baseline.",first love innout baseline,4,1,1,1,,1
"The coffees they serve are brewed in a few different ways, depending on what you like.",coffee serve brew different way depend like,7,1,1,1,,1
I must say that these are huge bowls and I recommend one bowl to two people.,must say huge bowl recommend one bowl two people,9,1,1,1,,1
I went here for a lunch while visiting downtown Chandler.,go lunch visit downtown chandler,5,0,1,TO REVIEW,,
"Luckily, I found 1/4 of a tentacle in these things.",luckily found tentacle thing,4,1,1,1,,1
I'm giving very careful thoughts regarding my dinner at Michael's last night.,give careful thought regard dinner michael last night,8,1,0,TO REVIEW,,
"We tried the pazookie (ice cream with a cookie) a couple of times here, but I have had better elsewhere.",try pazookie ice cream cookie couple time well elsewhere,9,1,1,1,,1
So you can imagine my astonishment to see this on the menu.,imagine astonishment see menu,4,0,1,TO REVIEW,,
"Pre-slicing alters the surface/area ratio, which means that each slice gets cold quickly.",preslicing alters surfacearea ratio mean slice get cold quickly,9,0,0,0,,0
I also really love the Arby's sauce and always have.,also really love arby sauce always,6,1,1,1,,1
The mashed potatoes were the best and the green beans were perfect!,mash potato best green bean perfect,6,1,1,1,,1
I'm so glad they did that for me because it was a combination of mouthgasmic goodness!,glad combination mouthgasmic goodness,4,1,1,1,,1
Table /menu service was also available.,table menu service also available,5,0,1,TO REVIEW,,
"The dudes behind the counter: Really cool guys, they treat you like they want your business.",dude behind counter really cool guy treat like want business,10,1,0,TO REVIEW,,
"The bone marrow was good, hey its bone marrow how could it not be good.",bone marrow good hey bone marrow could not good,9,1,1,1,,1
"Cons-unprofessional service, loud kitchen, and PLAIN CONFUSING!",consunprofessional service loud kitchen plain confuse,6,0,0,0,,0
"There was not much outer crust, and that's what held what flavor the meat possessed.",not much outer crust held flavor meat possess,8,0,0,0,,0
Across from Planet Hollywood Restaurant was Joe's Stone Crab.,across planet hollywood restaurant joe stone crab,7,0,1,TO REVIEW,,
The Chicken Parm can be kind of dry (pasta wise) and the time spent there can be very varied.,chicken parm kind dry pasta wise time spent varied,9,1,1,1,,1
"Just be prepared to eat with an open mind and an open wallet, lol..........",prepared eat open mind open wallet lol,7,1,1,1,,1
"Usually, most ramen places combine this stuff into one heaping bowl for you, but they separate it out for you here.",usually ramen place combine stuff one heap bowl separate,9,0,0,0,,0
We came in during happy hour and were surprised to see such an extensive offering of HH dishes.,come happy hour surprised see extensive offering hh dish,9,1,1,1,,1
and what better meal to snack on late at night?,well meal snack late night,5,1,0,TO REVIEW,,
"We make it a point that when we travel, if there is a Morton's, we're there.",make point travel morton,4,0,1,TO REVIEW,,
I really love oolong tea.,really love oolong tea,4,1,1,1,,1
Maybe its because we are a couple of asian that looks to young to order any wine.,maybe couple asian look young order wine,7,0,1,TO REVIEW,,
I am still pretty new to tiramisu as I have only had it about five times but wow is it really good here.,still pretty new tiramisu five time wow really good,9,1,1,1,,1
"I enjoyed every bite, and I can be very picky with crab legs.",enjoy every bite picky crab leg,6,1,1,1,,1
"I am a Vegan, wether it is by choice or because of food allergies is besides the point in my opinion.",vegan wether choice food allergy besides point opinion,8,0,1,TO REVIEW,,
Even more curious is that distinct smell that hits you when you first walk in.,even curious distinct smell hit first walk,7,1,1,1,,1
"The menus were abbreviated for ""special events"" which left the selections lacking.",menu abbreviate special event left selection lack,7,1,1,1,,1
"Fortunately, Elements at Sanctuary has a strong team to carry out the vision of chef Beau Macmillan.",fortunately element sanctuary strong team carry vision chef beau macmillan,10,1,1,1,,1
Dim sum is limited around Chandler and Phoenix Palace is probably one of the most popular.,dim sum limited around chandler phoenix palace probably one popular,10,1,1,1,,1
"While it was quite good, only the bottom portion was hot.",quite good bottom portion hot,5,1,1,1,,1
Would have been 4 starts if it was faster and more buffalo like.,would start faster buffalo like,5,1,1,1,,1
"They should've named this place Hermes' Gyros, as he's the Greek god of roads.",name place hermes gyro greek god road,7,1,1,1,,1
"Take your pick from one of two seatings, 6 to 6:45 or 8:30 to 9:15.",take pick one two seating,5,0,1,TO REVIEW,,
"The buns were a perfect match, and they were grilled to perfection.",bun perfect match grill perfection,5,1,1,1,,1
Many of my friends have gone on to take their friends and spread the word on this place.,many friend go take friend spread word place,8,1,1,1,,1
"You come in and the music is good, order drinks and your feeling good.",come music good order drink feel good,7,1,1,1,,1
Didn't stand out but it never does in America.,not stand never america,4,0,1,TO REVIEW,,
"The area surrounding the motel is not the safest area, a lot of shady characters.",area surround motel not safest area lot shady character,9,0,0,0,,0
"WE drank, sang, and had a great time until 8 a.m. in the morning.",drank sang great time morning,5,1,1,1,,1
Place was crowded on  Saturday night until just after 8 when it cleared out and we finally got a table.,place crowd saturday night clear finally get table,8,1,1,1,,1
Just get it out of the way so I don't have to come back.,get way not come back,5,0,1,TO REVIEW,,
"I got home and started eating it and, would you believe it, it tasted like cigarettes!!",get home start eat would believe taste like cigarette,9,1,1,1,,1
I sat for a minute at the keyboard searching for a positive... but here it is:  The Bar looked happening.,sat minute keyboard search positive bar look happen,8,1,1,1,,1
Another great item on the menu is the bún.,another great item menu bún,5,1,1,1,,1
It's a great lunch or dinner idea.,great lunch dinner idea,4,1,1,1,,1
"That's how freakin' good this place is, considering the plethora of good eats choices the city has.",freakin good place consider plethora good eats choice city,9,1,1,1,,1
I love their Maryland Crab Cake Benedict!,love maryland crab cake benedict,5,1,1,1,,1
"Sandwich was just of right size, which won't make your stomach feel heavy.",sandwich right size wo not make stomach feel heavy,9,0,1,TO REVIEW,,
"The food was ""ok"", although my boyfriend didn't like his at all.",food ok although boyfriend not like,6,1,1,1,,1
"Daniel insisted the Locomoco was ""just hamburger on rice with gravy"".",daniel insist locomoco hamburger rice gravy,6,0,1,TO REVIEW,,
"Now with this posted, I knew why I don't return.",post knew not return,4,0,1,TO REVIEW,,
The lobster sauce danced on your mouth and coated your tongue with a cacophony of wonderful flavors.,lobster sauce dance mouth coat tongue cacophony wonderful flavor,9,1,1,1,,1
"The orgasm roll (not really a roll, just sashimi on it) was not bad.",orgasm roll not really roll sashimi not bad,8,1,1,1,,1
"MY MIL ordered the shrimp cocktail, and they were incredible!",mil order shrimp cocktail incredible,5,0,1,TO REVIEW,,
"Oh, how we love you Due Forni.",oh love due forni,4,1,1,1,,1
It's rustic with truly Spanish inspired art and warm yellow coloring.,rustic truly spanish inspire art warm yellow color,8,1,1,1,,1
"Now the Chef arrives, greeted everyone and spoke English.",chef arrives greet everyone spoke english,6,1,1,1,,1
Tom Colicchio...Please pack your knives and go...just kidding...you win!,tom colicchio please pack knife go kid win,8,1,1,1,,1
They also have full pay Jacks or Better video poker.,also full pay jack well video poker,7,1,1,1,,1
Man they should serve that pudding separately as well.,man serve pudding separately well,5,1,1,1,,1
It's another Vegas celebrity chef monstrosity but without the stuffiness.,another vega celebrity chef monstrosity without stuffiness,7,0,1,TO REVIEW,,
Turns out the portion sizes were generous.,turn portion size generous,4,1,1,1,,1
"She suggested the Iskender Donner, as it is their signature dish.",suggest iskender donner signature dish,5,0,1,TO REVIEW,,
Great place for Happy hour!,great place happy hour,4,1,1,1,,1
"Main Course
1) Lavraki- This is the dish most people get.",main lavraki dish people get,5,0,1,TO REVIEW,,
The appetizer was juicy bits of fried chicken.,appetizer juicy bit fry chicken,5,0,0,0,,0
The place was pretty much empty.,place pretty much empty,4,1,1,1,,1
Get the Rahm Vienerschnitzel and the Strudel.,get rahm vienerschnitzel strudel,4,0,1,TO REVIEW,,
"Main Course: I had the Mac Nut Mahi Mahi and he had the Beef Short Ribs.. again, flavorful!",main course mac nut mahi mahi beef short rib flavorful,10,0,1,TO REVIEW,,
I think it's the best I've had since new york!,think best since new york,5,1,1,1,,1
PLEASE READ: DO NOT EAT HERE!,please read not eat,4,1,1,1,,1
"Biscuits and gravy:  Nicely done, not gooey or brittle with some decent supporting gravy.",biscuit gravy nicely do not gooey brittle decent support gravy,10,1,0,TO REVIEW,,
The menu is always changing to match what's in season.,menu always change match season,5,0,1,TO REVIEW,,
i think that merging dim sum and taqueria is really cool.,think merge dim sum taqueria really cool,7,1,1,1,,1
Food kept getting returned one after another.,food kept get return one another,6,0,1,TO REVIEW,,
I was in Las Vegas for a convention and found this little gem.,la vega convention found little gem,6,0,0,0,,0
What else do you need when it comes to takeout Chinese.,else need come takeout chinese,5,0,1,TO REVIEW,,
If I hadn't I would have missed a great Italian Restaurant.,not would miss great italian restaurant,6,0,1,TO REVIEW,,
EVERY TIME I go here it's delicious!,every time go delicious,4,1,1,1,,1
"The staff is very nice, and the little boy that runs around in a Cardinals jersey is adorable!",staff nice little boy run around cardinal jersey adorable,9,1,1,1,,1
The kitchen hadn't opened yet but we decided to enjoy our wine at the bar and learn about the place.,kitchen not open yet decide enjoy wine bar learn place,10,1,1,1,,1
"a greta menu, from lamb potsitckers to duck tongue!",greta menu lamb potsitckers duck tongue,6,0,1,TO REVIEW,,
I politely asked the Hostess if the patio was dog friendly for a well trained dog.,politely ask hostess patio dog friendly well train dog,9,1,1,1,,1
"Of course, their Lettuce Wraps are spectacular along w/their soups (Egg Drop or the Hot/Sour).",course lettuce wrap spectacular along wtheir soup egg drop hotsour,10,0,1,TO REVIEW,,
"""I don't care (about the safety of the beef) as long as I can eat it.""",not care safety beef long eat,6,0,0,0,,0
Oh how I love Monster Mash!,oh love monster mash,4,1,1,1,,1
If you need a break from the usual routine of pub lunches on a Saturday I'd recommend you try this place.,need break usual routine pub lunch saturday recommend try place,10,1,0,TO REVIEW,,
I've heard a lot of good things about grimaldis.,heard lot good thing grimaldis,5,1,1,1,,1
Please remove this shrimp salad croissant.,please remove shrimp salad croissant,5,1,1,1,,1
"Just, honest, fresh, tasty food.",honest fresh tasty food,4,1,1,1,,1
It took a good 10 minutes to get the attention of our waitress to bring out a different plate.,take good minute get attention waitress bring different plate,9,1,1,1,,1
"You can even add extra pecans or strawberries, etc., at no extra cost.",even add extra pecan strawberry etc extra cost,8,0,1,TO REVIEW,,
"I quickly decided on the Cashew Shrimp lunch special for $6.95, which included a drink, soup, and the entree.",quickly decide cashew shrimp lunch special include drink soup entree,10,1,1,1,,1
"I have recently moved out to Arizona, I've been trying pizza from all places.",recently move arizona try pizza place,6,0,1,TO REVIEW,,
It was either ketchup or balsamic vinegar.,either ketchup balsamic vinegar,4,0,1,TO REVIEW,,
The April specials were delicisous either way.,april special delicisous either way,5,1,1,1,,1
This is probably the only Pho place that does not include an immediate visit to the restrooms after the meal.,probably pho place not include immediate visit restroom meal,9,0,1,TO REVIEW,,
"When the steaks arrived (petite filets) they were overcooked, burned around the outsides, and dry.",steak arrive petite filet overcook burn around outside dry,9,0,0,0,,0
"The restrooms are labeled in Italian which my wife speaks, along with French, Spanish, and English.",restroom label italian wife speaks along french spanish english,9,0,1,TO REVIEW,,
It was mild in flavor and not over salted.,mild flavor not salt,4,0,1,TO REVIEW,,
"I told the server, ""NO...we need them to be split to what we ate.""",told server need split ate,5,0,1,TO REVIEW,,
It was awful and I wasn't really sure what I was meant to do with it.,awful not really sure meant,5,0,0,0,,0
My friend & I tried this place today for a very late breakfast.,friend try place today late breakfast,6,1,0,TO REVIEW,,
"I was not prepared for a restaurant, the quality of Craftsteak, to serve a meal ""family style.""",not prepared restaurant quality craftsteak serve meal family style,9,0,1,TO REVIEW,,
"I also noticed the menu had some slightly different options than the one I saw online, I was happy about that.",also notice menu slightly different option one saw online happy,10,1,1,1,,1
Next time I visit I may just come in to get some of those frites as a snack!,next time visit may come get frites snack,8,0,1,TO REVIEW,,
"Even for free, think twice and think hard.",even free think twice think hard,6,1,1,1,,1
"Came here on a Saturday at the end of restaurant week- the bar was busy, nowhere to sit.. sigh.",come saturday end restaurant week bar busy nowhere sit sigh,10,0,1,TO REVIEW,,
It was extremely visible and I do not know how no one could have noticed this before it was served.,extremely visible not know one could notice serve,8,0,0,0,,0
"The toppings were intense, it was really just everything possible piled high on the dog.",topping intense really everything possible pile high dog,8,1,1,1,,1
Half the fun of visiting this shop is examining all the pretty cakes on display.,half fun visit shop examine pretty cake display,8,1,1,1,,1
The duck came promptly but it was cold and bland tasting.,duck come promptly cold bland taste,6,0,0,0,,0
We let it slide and tasted all three.,let slide taste three,4,0,1,TO REVIEW,,
He had no interest in making things right.,interest make thing right,4,1,1,1,,1
Being close to his home I saw the reviews for yoli's and decided to check things out.,close home saw review yoli decide check thing,8,0,1,TO REVIEW,,
Today the whole thing meal wowed me.,today whole thing meal wowed,5,1,1,1,,1
We were in town for a family event and my children do not live far away from this spot.,town family event child not live far away spot,9,0,1,TO REVIEW,,
There is an herbal store the smelled of earthy tea upon entering.,herbal store smell earthy tea upon enter,7,0,1,TO REVIEW,,
"(mind you, we were the only one in line at this time).",mind one line time,4,0,1,TO REVIEW,,
We will be going back fo sho!,go back fo sho,4,0,1,TO REVIEW,,
"As for the property itself, it should be first noted that everything appeared to be very well maintained and spotless.",property first note everything appear well maintain spotless,8,1,1,1,,1
No less than 30% of my measure of a great Thai restaurant is their Thai iced tea.,less measure great thai restaurant thai iced tea,8,1,1,1,,1
I immediately look around to see if it's the decor or view that I am paying for but disappointed to find neither.,immediately look around see decor view pay disappointed find neither,10,0,0,0,,0
The inside of business has plenty of wooden features and older 70's style decor.,inside business plenty wooden feature old style decor,8,0,1,TO REVIEW,,
"My boyfriend always gets the meatloaf, so needless to say that's what he ordered.",boyfriend always get meatloaf needle say order,7,0,1,TO REVIEW,,
It nice big cuts of kalbi some places it hit or miss the thickness of the cut.,nice big cut kalbi place hit miss thickness cut,9,0,1,TO REVIEW,,
"A few friends have said citizen public house is better all around, but we took our chances.",friend say citizen public house well around take chance,9,1,1,1,,1
Today they saw me for the last time.,today saw last time,4,0,1,TO REVIEW,,
This was basically the only gluten-free place i could find in our hotel.,basically glutenfree place could find hotel,6,0,1,TO REVIEW,,
"The food is ok as long as it's hot, but the flavors aren't memorable.",food ok long hot flavor not memorable,7,1,1,1,,1
"4 stars because I requested it be cooked well done, however it came out medium well.",star request cooked well do however come medium well,9,1,1,1,,1
"The locals with no taste in music, the songlist is all over the place with no sense of direction.",local taste music songlist place sense direction,7,0,1,TO REVIEW,,
"We were sat quickly but it was at least 15 minutes before the first person ""noticed"" we had no bread, water, anything.",sat quickly least minute first person notice bread water anything,10,0,0,0,,0
We were treated with the equivalent amount of respect as well.,treat equivalent amount respect well,5,1,1,1,,1
"I had the sweet tea, which is a requisite for any good barbecue meal.",sweet tea requisite good barbecue meal,6,1,1,1,,1
They aren't so popular to rock away the time in July though.,not popular rock away time july though,7,0,0,0,,0
It is large and you won't kill your pockets.,large wo not kill pocket,5,1,1,1,,1
We asked for some bread and then the owner sat at a chair and we had a wonderful hour.,ask bread owner sat chair wonderful hour,7,1,1,1,,1
Only two things kept me from giving this place a 5 star.,two thing kept give place star,6,0,1,TO REVIEW,,
"I had the Pad Kee Mow, one of my favorite noodle Thai dishes.",pad kee mow one favorite noodle thai dish,8,1,1,1,,1
"I highly recommend eating Ian's this way, instead of ordering a whole pizza for delivery.",highly recommend eat ian way instead order whole pizza delivery,10,1,1,1,,1
"On the upside, they serve you delicious hush puppies with honey butter and they will keep them coming.",upside serve delicious hush puppy honey butter keep come,9,1,1,1,,1
"Wonderful ambiance, perfect service.",wonderful ambiance perfect service,4,1,1,1,,1
We suspect the bus boy as he was the only one seen going by our table.,suspect bus boy one see go table,7,0,1,TO REVIEW,,
There's no reason that you shouldn't be filling orders pretty much constantly.,reason not fill order pretty much constantly,7,0,1,TO REVIEW,,
What a difference well made fresh pasta makes.,difference well make fresh pasta make,6,1,1,1,,1
"I wanted to order one of everything off the drink menu, because I couldn't make up my mind.",want order one everything drink menu could not make mind,10,1,1,1,,1
We had 2 waiters who were supposed to work in tandem....,waiter suppose work tandem,4,0,1,TO REVIEW,,
and begrudgingly gave me extra lettuce.,begrudgingly give extra lettuce,4,0,1,TO REVIEW,,
My advice here is go somewhere else.,advice go somewhere else,4,0,1,TO REVIEW,,
The only thing I would rave about is their shrimps.,thing would rave shrimp,4,0,1,TO REVIEW,,
"First of all, Bacchanal's line is not huge.",first bacchanal line not huge,5,0,1,TO REVIEW,,
"Enjoyed the first two bites, then regretted the fact that I mixed in egg yolk with soup.",enjoy first two bite regret fact mixed egg yolk soup,10,1,1,1,,1
"The pizza was 4 stars, the service and wait (we waited 45 minutes) was a 2.",pizza star service wait wait minute,6,0,1,TO REVIEW,,
"Additionally you can make this an all you can eat event for $1-$1.50 more, but then you pay extra to take any food home.",additionally make eat event pay extra take food home,9,0,1,TO REVIEW,,
I basically ended up paying double ($15) for what they typically had served for lunch.,basically end pay double typically serve lunch,7,0,0,0,,0
Locally sourced food is a cool concept but at Graze it seems a little preachy and gimicky.,locally source food cool concept graze seem little preachy gimicky,10,1,0,TO REVIEW,,
The Foundation Room is kind of hard to find.,foundation room kind hard find,5,1,1,1,,1
"Food is ""upscale Mexican"".. so are the prices.",food upscale mexican price,4,0,1,TO REVIEW,,
Garlic bread sucks and the salad is nothing to be desired.,garlic bread suck salad nothing desire,6,0,1,TO REVIEW,,
"I'm satisfied every time I come here, and I crave it.",satisfied every time come crave,5,1,1,1,,1
My date went the other route and ordered a nice 8 oz sirloin with mashed potatoes.,date go route order nice oz sirloin mash potato,9,1,1,1,,1
The service generally is with a big smile and just the right level of familiarity for remembered faces.,service generally big smile right level familiarity remember face,9,1,1,1,,1
The burgers came tossed around and the tacos were soft and not crunchy.,burger come toss around taco soft not crunchy,8,0,1,TO REVIEW,,
"And for entree, I had
- Hangar Steak with house margarita, which were just okay.",entree hangar steak house margarita okay,6,1,1,1,,1
My roomate makes better meatballs at home.,roomate make well meatball home,5,1,1,1,,1
I would rate it between moderate and spendy about $20-$60 per person.,would rate moderate spendy per person,6,0,1,TO REVIEW,,
My friend had the sliders; I ordered pecan-crusted salmon on spinach salad with raspberry vinagrette.,friend slider order pecancrusted salmon spinach salad raspberry vinagrette,9,1,1,1,,1
Definitely would not recommend this restaurant to anyone.,definitely would not recommend restaurant anyone,6,1,1,1,,1
And Mr Salvatore is a West Ham fan.,mr salvatore west ham fan,5,1,1,1,,1
"The vinagrette lacked dazzle, and this seemed to be 'compensated' by drizzling a lot over the spinach and salmon.",vinagrette lack dazzle seem compensate drizzle lot spinach salmon,9,0,1,TO REVIEW,,
But I can go somewhere a lot less expensive with equitable food and get better service.,go somewhere lot less expensive equitable food get well service,10,1,0,TO REVIEW,,
"He couldn't remember what was in the dishes-- it was almost painful, we helped him by looking at our menus and reading them for him.",could not remember dish almost painful help look menu reading,10,0,0,0,,0
"Meh, seriously, don't ever pay to eat here.",meh seriously not ever pay eat,6,0,1,TO REVIEW,,
The staff was amazingly friendly and sweet.,staff amazingly friendly sweet,4,1,1,1,,1
"Maybe if we're in the area and starving again, but it's certainly not destination dining.",maybe area starve certainly not destination din,7,0,0,0,,0
That was because the first time we were sharing the appetizer as a meal.,first time share appetizer meal,5,1,1,1,,1
"Clean restaurant, friendly and quick service plus essentially I got 3 meals out of my order, and was all under $20.",clean restaurant friendly quick service plus essentially get meal order,10,1,1,1,,1
"The service was relaxed, friendly and efficient.",service relaxed friendly efficient,4,1,1,1,,1
So tried this place twice on my trip to Scottsdale.,try place twice trip scottsdale,5,0,1,TO REVIEW,,
Finding a good and consistent Pho restaurant is like finding a flower in a mine field.,find good consistent pho restaurant like find flower mine field,10,1,1,1,,1
1 star for offering vegan food.,star offering vegan food,4,0,1,TO REVIEW,,
Went here on a recommendation and because they have home made gluten free pasta.,go recommendation home make gluten free pasta,7,1,1,1,,1
"Menu looked great on paper, but execution was inconsistent.",menu look great paper execution inconsistent,6,1,1,1,,1
"The other one is a la cart, on the second page of the menu.",one la cart second page menu,6,0,1,TO REVIEW,,
"It had a lovely presentation, with large slices of eggplant and colorful peppers.",lovely presentation large slice eggplant colorful pepper,7,1,1,1,,1
Met my family here for breakfast on Saturday morning.,met family breakfast saturday morning,5,0,1,TO REVIEW,,
I always give a place a second chance otherwise I would have only given them one star.,always give place second chance otherwise would give one star,10,1,1,1,,1
Why do I have to bring up respect when talking about a cafe?,bring respect talk cafe,4,1,1,1,,1
But all the other items were just ok and left me feeling that I could get better from the local restaurants in Sacramento.,item ok left feel could get well local restaurant sacramento,10,1,1,1,,1
A tiramisu cake that was partially frozen still.,tiramisu cake partially frozen still,5,0,0,0,,0
It was pretty good and a decent price.,pretty good decent price,4,1,1,1,,1
Does this place deserve a one star?,place deserve one star,4,0,1,TO REVIEW,,
"Fortunately they had an ATM machine in the place, so I was able to get cash along with a $2 fee.",fortunately atm machine place able get cash along fee,9,0,1,TO REVIEW,,
This can be forgiven since I know that they deal with some fairly obnoxious guests that can be a little too drunk.,forgiven since know deal fairly obnoxious guest little drunk,9,0,1,TO REVIEW,,
I have lived within a half mile for the last 7 months.,live within half mile last month,6,0,0,0,,0
The other side was pretty poppin' by the time we left around 9pm and looked more like a bar scene.,side pretty poppin time left around look like bar scene,10,1,1,1,,1
"OF course it's vegas,but a lot of places were closing for the night.",course vega lot place closing night,6,0,1,TO REVIEW,,
"The seasoned potatoes were so good, not salty.",season potato good not salty,5,1,1,1,,1
Which could not be said about the pork... in either of its options... it was overcooked and very very dry.,could not say pork either option overcook dry,8,0,0,0,,0
That is really all that needs to be said about Eat because this meal is so amazing!,really need say eat meal amaze,6,1,1,1,,1
With a boor or two yelling nearby.,boor two yell nearby,4,0,1,TO REVIEW,,
"And maybe it was a bad batch, but out of the 6, I think half of them were hollow in the middle.",maybe bad batch think half hollow middle,7,0,0,0,,0
But.......................I can't stand when places get my order wrong and even these guys did too.,can not stand place get order wrong even guy,9,0,0,0,,0
Great way to end our trip down south!,great way end trip south,5,1,1,1,,1
Really big portions for the price too.,really big portion price,4,0,1,TO REVIEW,,
"The owner refused to give my mother berries, so she asked for a refund.",owner refuse give mother berry ask refund,7,0,1,TO REVIEW,,
Soup was kind of oily and couldn't keep eating after halfway.,soup kind oily could not keep eat halfway,8,1,1,1,,1
"After a late night boozing, me and my boyfriend needed a greasy breakfast to start the day.",late night booze boyfriend need greasy breakfast start day,9,0,0,0,,0
This was a great start to a night of drunken debauchery in Downtown LV.,great start night drunken debauchery downtown lv,7,1,1,1,,1
